2.0,2.0,2.0,2.0,2.0,2.0,2.13485851944,2.86745952536,3.96491769802,5.67580844269,7.70457445161,9.77516534397,11.077687675,11.7485278921,12.0195785599,12.1870206911,12.4869250402,12.609464773,12.8723835208,13.1113873445,13.2952917298,13.7455651017,14.0119624789,14.3858461626,14.4110646279,13.5141569508,10.8393626836,7.1497286867,4.30306920326,2.61654998325,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.14475445468,2.86837114742,4.00112268715,5.7093064355,7.74182446838,9.7598424348,11.0544491501,11.7554409155,12.0047424767,12.1948159296,12.3911271299,12.5400170092,12.8698975222,13.1207307698,13.3164176403,13.7655236526,14.2295087426,14.6090874741,14.6826947424,13.9804113237,11.2982781503,7.48738421541,4.57116023804,2.77577799652,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.10532628512,2.83486571387,3.93463973689,5.52605530044,7.61008034646,9.66582901516,11.0688833714,11.6920974377,11.9237545454,12.0918947797,12.2911777369,12.3893523668,12.7365505817,12.9655346471,13.242869903,13.6373297846,14.0041817217,14.5278918241,14.7018401313,14.0350730737,11.4184668433,7.60807913964,4.77835587952,2.93987537838,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33763811297,3.42472742626,5.26258177199,7.72049825873,10.3634016973,12.1988423062,12.5530046953,12.7386015275,13.0533555353,13.5715188279,14.2412733398,14.9345385216,15.3242156979,15.5707259358,15.3981546364,14.9975920528,14.5588332247,14.0578180846,13.4951228391,13.2749523378,13.1607423554,12.7856818377,12.3802985709,11.1892030158,9.04074737402,6.30549755994,4.00021421353,2.55820203271,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33711113241,3.44441111687,5.32730548178,7.74256113289,10.3780970999,12.2152186278,12.5930399788,12.6331110957,13.0430952009,13.5979935053,14.3588704097,15.1890057432,15.9576120284,16.3545960576,16.2954337991,15.783809932,14.8786007043,14.1360860087,13.6219881457,13.245810622,13.0423171742,12.7477412738,12.1901564502,11.1970145093,9.25991494203,6.58067040137,4.17585617332,2.66964729977,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.27610110159,3.28830074761,5.03500797715,7.46937195542,10.0185712868,12.0690857002,12.5307821658,12.5284918752,12.8780092313,13.32972855,14.0719643232,15.0244467168,16.0069310687,16.8277360518,16.9114801451,16.4874541474,15.4360083626,14.5669057241,13.8607710429,13.3030896666,13.0515595014,12.8441924638,12.3342712797,11.3311442869,9.4350010085,6.80539686813,4.32315011766,2.74488181343,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.64539785979,4.32670380366,7.11066272718,9.84778199097,12.3545175287,14.2324306953,13.9833233226,14.0118748498,14.628074879,15.3258777878,15.836298832,15.6523733818,15.2203228171,14.6142051813,13.9367501027,13.3934891147,13.0526283016,12.8492111464,12.6631847248,12.5112973523,12.4732010404,12.464011612,12.4578930607,12.5231011803,12.6549165361,12.8193328572,13.0115940107,12.8063427796,12.2400489565,10.9552387887,8.6572417154,5.88178713891,3.9226509903,2.67673174085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.62638834642,4.28329636501,7.14034023648,9.88283817047,12.3796006548,14.2715004087,14.0957656093,14.1991658034,14.7768473239,15.8518002073,16.5101331655,16.5676613097,15.8990006398,14.9400159127,14.0648808164,13.4924162792,13.1326079187,12.7700220617,12.5452419301,12.4310934737,12.3996797177,12.4698503488,12.382090797,12.4845461202,12.6029682303,12.730134237,12.925148241,12.709489449,12.0989727347,10.8588748359,8.71800557711,5.99365891856,3.99516438909,2.7227671321,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.42863301502,3.8606552111,6.65926438177,9.51191662001,12.1111883486,14.0540984456,14.0997524965,14.0377154856,14.5681661538,15.606737052,16.6680999429,17.105965389,16.7982882762,15.5996802141,14.6463158368,13.766641097,13.3752434143,12.8238649765,12.6328008478,12.487437084,12.3712720817,12.375223659,12.3777293278,12.384698715,12.5428978579,12.6929211096,12.8091688213,12.7097205952,11.9733806428,10.8140829851,8.68844572301,6.11214192867,4.02973605323,2.76045924545,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.19827382997,2.91904851063,4.07113162124,5.82501578802,8.15357009646,10.5390172621,12.2270500136,12.8896825284,13.1763350772,13.2946312235,13.510283895,13.7875844051,13.9624049061,14.4034770367,14.6635322618,15.0048074567,15.4449303048,15.7620618864,15.6882597175,14.9741337217,12.1368759905,7.99762231063,4.81714803413,2.91993082386,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.22262533699,2.96619308023,4.1305204979,5.87005237878,8.3031234168,10.5929189018,12.2087538649,12.8838905909,13.0751204121,13.3430561529,13.4877268554,13.7119562395,13.9901132812,14.2864449065,14.6098876641,15.0598470518,15.5732681425,15.9642112599,16.2510444386,15.5629098885,12.6236180227,8.35549813548,5.13011190772,3.12239639852,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.20692539035,2.96264866367,4.07125944491,5.82147221244,8.12590104674,10.5699099701,12.1716979551,12.867819952,13.0300721723,13.2144814964,13.4752725067,13.6648801734,13.9491731631,14.2635097389,14.5903669944,15.025253292,15.5579488781,16.0533842789,16.3277425158,15.8610234051,12.9543768461,8.80660232435,5.44649063726,3.30942638706,2.08418224458,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33575356584,3.33468295532,5.06732386134,7.79865084981,10.9933894566,13.2916771578,13.7039537655,13.953320869,14.3098450152,14.7631992468,15.5562234608,16.1357761926,16.6711307986,16.9772498666,16.7002521505,16.2606683179,15.5847427803,14.8874157441,14.6312110706,14.2734316861,14.0891947338,14.0568800777,13.5046528971,12.205318826,9.76898070921,6.54276444249,4.15774713471,2.68665685171,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.35368614488,3.36726180366,5.14923211248,7.87339336303,11.0928436924,13.2915299704,13.6976637154,13.828917576,14.2539622341,14.8765161579,15.6173232809,16.6161713613,17.378053371,17.6545407906,17.500040584,16.7247431545,15.6818184083,15.1240347743,14.4349890526,14.215136081,14.1206437347,14.0292868705,13.5171442188,12.1485997677,9.79199824453,6.66738125456,4.25272089733,2.72855033621,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.28393664402,3.2708803913,4.99407641323,7.67840934579,10.9097578067,13.1639262159,13.7838915466,13.8103219449,14.1478738459,14.7047755453,15.6302964009,16.5974741232,17.6513954764,18.3180616391,18.1673585262,17.3295141362,16.3302959689,15.31811127,14.8054908898,14.3797447186,14.1686701642,14.0385565787,13.5486112049,12.3051505766,10.1039878682,6.92258104513,4.4485161255,2.82774068618,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.48351718908,3.82296033733,6.46598356426,9.96908713272,13.3970737383,15.6503276689,15.5112737658,15.3751357661,15.8131097769,16.2754274851,16.8453426793,16.9321762401,16.2307327806,15.6689164875,14.9800503477,14.4134142863,14.0796384493,13.8982741016,13.6025514619,13.4637793089,13.5244486814,13.5611944421,13.5947358791,13.8177258967,13.9595158746,14.2465668472,14.2288405197,14.1011720863,12.9929431656,10.6913245692,7.65802553594,5.08387525956,3.39438952794,2.36027869999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.49256257776,3.86177039895,6.61334748423,10.0449038724,13.4495385475,15.7278074051,15.4763191168,15.5260875833,16.0255980854,16.8793674105,17.553542904,17.5229044193,17.0063318672,16.0967642415,15.0874276786,14.5329157995,14.237845989,13.9598750545,13.7232859068,13.67888151,13.4905741866,13.5286605396,13.6198333004,13.7506841361,13.8658790455,13.9995080848,14.3140781816,14.0636048253,12.9034647772,10.889212371,8.12580798221,5.37713576522,3.55528165398,2.45096998658,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.4081200832,3.67876302374,6.31736791522,9.82514569942,13.19336417,15.5522855689,15.5550553086,15.4997234291,16.1221115928,17.0329679581,17.9997290106,18.2402003362,17.7026647222,16.6535507626,15.6438725835,14.8036580874,14.3309048108,13.9493895156,13.7936018205,13.6233112377,13.5940034082,13.5423222482,13.6135259773,13.7031055882,13.7704315383,14.0739271993,14.2326799822,13.9877901981,12.8669567669,10.9949186377,8.17808623457,5.39722699835,3.64718200531,2.47842350047,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
